"rep","variable","true","mean","sd","q5","q95","rhat","ess_bulk","ess_tail","bias","rel_bias_pct","covered"
7,"beta_alpha3",0.05,0.047303176245,0.00577790088528262,0.03774549225,0.0567878802,1.00126534077148,3165.84830520231,1667.69250566818,-0.002696823755,-5.39364751,TRUE
7,"sigma_nu_c",0.5,0.480058550935,0.0419268528235103,0.413392729,0.552078545,1.00270529520226,564.079763236986,1143.92611395737,-0.019941449065,-3.988289813,TRUE
7,"sigma_nu_r",0.3,0.2950674417,0.0297228827190337,0.247676729,0.3452186855,1.00110861903331,814.73855880641,1231.40165586411,-0.0049325583,-1.6441861,TRUE
7,"sigma_nu_cr",0.3,0.26127516778,0.0309104994793746,0.213086945,0.3143739075,1.00131356182091,865.504017765533,1255.68346240724,-0.03872483222,-12.9082774066667,TRUE
7,"sigma_alpha_intercept",0.08,0.0748138239865,0.00773079072334787,0.06281963095,0.08804981855,1.00067620720904,842.038593476787,1237.97948479183,-0.00518617601350001,-6.48272001687501,TRUE
7,"w",0.52,0.519759274745,0.0051783766771198,0.5111774155,0.5282888485,1.0021647046183,1230.28535220338,1340.40269509491,-0.000240725254999963,-0.0462933182692236,TRUE
8,"beta_nu[1]",1.15,1.1731288043,0.0383696842851361,1.11077029,1.237802865,1.0019526814565,1135.7329296101,1256.97808555127,0.0231288043000002,2.01120037391306,TRUE
8,"beta_nu[2]",0.7,0.66604206213,0.0503644841087045,0.5829850975,0.7492957545,1.00073428964888,581.004966781695,921.290186604813,-0.03395793787,-4.85113398142857,TRUE
8,"beta_nu[3]",0.5,0.45199804165,0.0384743399133998,0.390039914,0.5158691785,1.00028105446251,720.020007608611,926.74226144009,-0.04800195835,-9.60039167,TRUE
8,"beta_nu[4]",0.3,0.26292758589,0.0360843115548704,0.2048174435,0.319412583,1.00243497997889,1005.54880024159,1275.37605711166,-0.03707241411,-12.35747137,TRUE
8,"beta_alpha2",0.024,0.02483462676795,0.00607648370876427,0.01503811665,0.03466658315,1.00299599538284,3392.86921539762,1238.84846533625,0.00083462676795,3.477611533125,TRUE
8,"beta_alpha3",0.05,0.041630809703,0.00590279515990328,0.0322015306,0.0516678797,1.00413200737657,3116.42392884128,1555.44296728988,-0.008369190297,-16.738380594,TRUE
8,"sigma_nu_c",0.5,0.42881362031,0.0401072152909405,0.3664324895,0.4971678375,1.00279456643333,699.306440250805,1271.53488568232,-0.07118637969,-14.237275938,FALSE
8,"sigma_nu_r",0.3,0.29928976421,0.0289833026122035,0.254286802,0.349199265,1.00052945597619,790.596644320938,1438.79669066378,-0.000710235790000013,-0.236745263333338,TRUE
8,"sigma_nu_cr",0.3,0.27938420247,0.0320152226818796,0.2278384525,0.3356595045,1.00130892543437,662.406862473687,1223.56476297189,-0.02061579753,-6.87193250999999,TRUE
8,"sigma_alpha_intercept",0.08,0.0885687242635,0.0083464033487301,0.07581325975,0.1031483005,1.00070149032934,794.836616152177,1347.29453800687,0.0085687242635,10.710905329375,TRUE
8,"w",0.52,0.518115319485,0.00525971277772705,0.509041315,0.526598728,1.00229936249565,1280.14564765795,1236.83974625899,-0.00188468051500001,-0.362438560576926,TRUE
